date,close_price
2026-03-06 09:00:00,100.0
2026-03-06 09:01:00,100.05
2026-03-06 09:02:00,100.57
2026-03-06 09:03:00,100.64
2026-03-06 09:04:00,100.17
2026-03-06 09:05:00,100.26
2026-03-06 09:06:00,100.29
2026-03-06 09:07:00,100.63
2026-03-06 09:08:00,101.04
2026-03-06 09:09:00,100.91
2026-03-06 09:10:00,100.99
2026-03-06 09:11:00,101.44
2026-03-06 09:12:00,101.71
2026-03-06 09:13:00,101.79
2026-03-06 09:14:00,101.71
2026-03-06 09:15:00,101.51
2026-03-06 09:16:00,102.35
2026-03-06 09:17:00,103.2
2026-03-06 09:18:00,103.19
2026-03-06 09:19:00,103.5
2026-03-06 09:20:00,102.76
2026-03-06 09:21:00,103.04
2026-03-06 09:22:00,103.08
2026-03-06 09:23:00,103.31
2026-03-06 09:24:00,102.99
2026-03-06 09:25:00,102.72
2026-03-06 09:26:00,102.96
2026-03-06 09:27:00,102.78
2026-03-06 09:28:00,102.96
2026-03-06 09:29:00,102.74
2026-03-06 09:30:00,103.43
2026-03-06 09:31:00,103.36
2026-03-06 09:32:00,102.92
2026-03-06 09:33:00,103.63
2026-03-06 09:34:00,104.0
2026-03-06 09:35:00,103.8
2026-03-06 09:36:00,103.44
2026-03-06 09:37:00,103.46
2026-03-06 09:38:00,103.78
2026-03-06 09:39:00,103.09
2026-03-06 09:40:00,102.7
2026-03-06 09:41:00,103.09
2026-03-06 09:42:00,103.57
2026-03-06 09:43:00,103.28
2026-03-06 09:44:00,103.14
2026-03-06 09:45:00,103.47
2026-03-06 09:46:00,103.64
2026-03-06 09:47:00,103.48
2026-03-06 09:48:00,103.59
2026-03-06 09:49:00,103.6
2026-03-06 09:50:00,103.17
2026-03-06 09:51:00,103.25
2026-03-06 09:52:00,102.91
2026-03-06 09:53:00,102.84
2026-03-06 09:54:00,102.89
2026-03-06 09:55:00,102.88
2026-03-06 09:56:00,102.83
2026-03-06 09:57:00,102.9
2026-03-06 09:58:00,102.89
2026-03-06 09:59:00,103.19
2026-03-06 10:00:00,103.23
2026-03-06 10:01:00,102.93
2026-03-06 10:02:00,102.58
2026-03-06 10:03:00,102.77
2026-03-06 10:04:00,102.66
2026-03-06 10:05:00,102.63
2026-03-06 10:06:00,102.38
2026-03-06 10:07:00,102.33
2026-03-06 10:08:00,101.89
2026-03-06 10:09:00,102.19
2026-03-06 10:10:00,102.48
2026-03-06 10:11:00,102.68
2026-03-06 10:12:00,102.54
2026-03-06 10:13:00,103.11
2026-03-06 10:14:00,103.07
2026-03-06 10:15:00,102.87
2026-03-06 10:16:00,103.45
2026-03-06 10:17:00,103.5
2026-03-06 10:18:00,103.66
2026-03-06 10:19:00,103.78
2026-03-06 10:20:00,103.65
2026-03-06 10:21:00,103.63
2026-03-06 10:22:00,103.61
2026-03-06 10:23:00,103.48
2026-03-06 10:24:00,103.1
2026-03-06 10:25:00,102.95
2026-03-06 10:26:00,103.56
2026-03-06 10:27:00,103.54
2026-03-06 10:28:00,103.52
2026-03-06 10:29:00,104.01
2026-03-06 10:30:00,103.68
2026-03-06 10:31:00,103.44
2026-03-06 10:32:00,103.53
2026-03-06 10:33:00,103.52
2026-03-06 10:34:00,103.93
2026-03-06 10:35:00,104.51
