date,close_price
2026-03-06 09:00:00,100.0
2026-03-06 09:01:00,99.77
2026-03-06 09:02:00,99.97
2026-03-06 09:03:00,99.92
2026-03-06 09:04:00,99.85
2026-03-06 09:05:00,99.45
2026-03-06 09:06:00,99.26
2026-03-06 09:07:00,99.09
2026-03-06 09:08:00,99.2
2026-03-06 09:09:00,99.91
2026-03-06 09:10:00,100.08
2026-03-06 09:11:00,100.14
2026-03-06 09:12:00,100.76
2026-03-06 09:13:00,100.89
2026-03-06 09:14:00,100.59
2026-03-06 09:15:00,100.96
2026-03-06 09:16:00,100.41
2026-03-06 09:17:00,100.24
2026-03-06 09:18:00,100.81
2026-03-06 09:19:00,100.71
2026-03-06 09:20:00,100.81
2026-03-06 09:21:00,100.95
2026-03-06 09:22:00,101.11
2026-03-06 09:23:00,101.39
2026-03-06 09:24:00,101.97
2026-03-06 09:25:00,101.54
2026-03-06 09:26:00,101.6
2026-03-06 09:27:00,101.45
2026-03-06 09:28:00,101.88
2026-03-06 09:29:00,101.64
2026-03-06 09:30:00,101.25
2026-03-06 09:31:00,101.31
2026-03-06 09:32:00,101.09
2026-03-06 09:33:00,101.49
2026-03-06 09:34:00,101.29
2026-03-06 09:35:00,101.72
2026-03-06 09:36:00,102.04
2026-03-06 09:37:00,101.34
2026-03-06 09:38:00,101.42
2026-03-06 09:39:00,101.12
2026-03-06 09:40:00,101.12
2026-03-06 09:41:00,100.92
2026-03-06 09:42:00,100.9
2026-03-06 09:43:00,100.65
2026-03-06 09:44:00,100.73
2026-03-06 09:45:00,100.79
2026-03-06 09:46:00,101.02
2026-03-06 09:47:00,100.64
2026-03-06 09:48:00,100.81
2026-03-06 09:49:00,100.91
2026-03-06 09:50:00,100.87
2026-03-06 09:51:00,100.66
2026-03-06 09:52:00,100.69
2026-03-06 09:53:00,100.67
2026-03-06 09:54:00,100.61
2026-03-06 09:55:00,100.29
2026-03-06 09:56:00,100.2
2026-03-06 09:57:00,100.16
2026-03-06 09:58:00,100.7
2026-03-06 09:59:00,100.92
2026-03-06 10:00:00,100.43
2026-03-06 10:01:00,100.46
2026-03-06 10:02:00,100.32
2026-03-06 10:03:00,100.25
2026-03-06 10:04:00,100.4
2026-03-06 10:05:00,100.32
2026-03-06 10:06:00,100.4
2026-03-06 10:07:00,101.24
2026-03-06 10:08:00,101.23
2026-03-06 10:09:00,101.01
2026-03-06 10:10:00,101.2
2026-03-06 10:11:00,101.59
2026-03-06 10:12:00,101.61
2026-03-06 10:13:00,101.67
2026-03-06 10:14:00,101.35
2026-03-06 10:15:00,101.28
2026-03-06 10:16:00,101.39
2026-03-06 10:17:00,101.21
2026-03-06 10:18:00,101.2
2026-03-06 10:19:00,100.77
2026-03-06 10:20:00,100.75
2026-03-06 10:21:00,100.98
2026-03-06 10:22:00,100.91
2026-03-06 10:23:00,101.01
2026-03-06 10:24:00,101.15
2026-03-06 10:25:00,100.95
2026-03-06 10:26:00,100.59
2026-03-06 10:27:00,101.07
2026-03-06 10:28:00,101.44
2026-03-06 10:29:00,101.66
2026-03-06 10:30:00,102.07
2026-03-06 10:31:00,102.45
2026-03-06 10:32:00,102.49
2026-03-06 10:33:00,102.55
2026-03-06 10:34:00,102.77
2026-03-06 10:35:00,102.96
2026-03-06 10:36:00,102.76
2026-03-06 10:37:00,102.67
2026-03-06 10:38:00,103.27
2026-03-06 10:39:00,103.16
2026-03-06 10:40:00,103.16
2026-03-06 10:41:00,103.39
2026-03-06 10:42:00,103.06
2026-03-06 10:43:00,103.51
2026-03-06 10:44:00,103.98
2026-03-06 10:45:00,104.63
2026-03-06 10:46:00,104.27
2026-03-06 10:47:00,103.9
2026-03-06 10:48:00,103.7
2026-03-06 10:49:00,102.97
2026-03-06 10:50:00,103.07
2026-03-06 10:51:00,103.36
2026-03-06 10:52:00,103.06
2026-03-06 10:53:00,103.29
2026-03-06 10:54:00,103.35
2026-03-06 10:55:00,103.42
2026-03-06 10:56:00,103.3
2026-03-06 10:57:00,103.01
2026-03-06 10:58:00,102.52
2026-03-06 10:59:00,102.45
2026-03-06 11:00:00,102.43
2026-03-06 11:01:00,102.4
2026-03-06 11:02:00,102.32
2026-03-06 11:03:00,102.25
2026-03-06 11:04:00,102.41
2026-03-06 11:05:00,102.5
2026-03-06 11:06:00,102.78
2026-03-06 11:07:00,102.41
2026-03-06 11:08:00,102.61
2026-03-06 11:09:00,102.52
2026-03-06 11:10:00,102.09
2026-03-06 11:11:00,102.15
2026-03-06 11:12:00,102.15
2026-03-06 11:13:00,102.51
2026-03-06 11:14:00,102.19
2026-03-06 11:15:00,101.96
2026-03-06 11:16:00,101.57
2026-03-06 11:17:00,101.94
2026-03-06 11:18:00,101.9
2026-03-06 11:19:00,102.27
2026-03-06 11:20:00,102.33
2026-03-06 11:21:00,102.23
2026-03-06 11:22:00,102.26
2026-03-06 11:23:00,102.55
2026-03-06 11:24:00,102.66
2026-03-06 11:25:00,102.77
2026-03-06 11:26:00,102.74
2026-03-06 11:27:00,102.53
2026-03-06 11:28:00,102.49
2026-03-06 11:29:00,102.63
2026-03-06 11:30:00,102.52
2026-03-06 11:31:00,102.85
2026-03-06 11:32:00,102.14
2026-03-06 11:33:00,102.42
2026-03-06 11:34:00,102.33
2026-03-06 11:35:00,101.7
2026-03-06 11:36:00,101.64
2026-03-06 11:37:00,101.45
2026-03-06 11:38:00,101.64
2026-03-06 11:39:00,101.56
2026-03-06 11:40:00,101.05
2026-03-06 11:41:00,101.17
2026-03-06 11:42:00,101.09
2026-03-06 11:43:00,101.18
2026-03-06 11:44:00,101.29
2026-03-06 11:45:00,101.73
2026-03-06 11:46:00,101.49
2026-03-06 11:47:00,101.58
2026-03-06 11:48:00,101.56
2026-03-06 11:49:00,101.91
2026-03-06 11:50:00,101.81
2026-03-06 11:51:00,101.35
2026-03-06 11:52:00,101.07
2026-03-06 11:53:00,101.4
2026-03-06 11:54:00,102.1
2026-03-06 11:55:00,102.79
2026-03-06 11:56:00,102.83
2026-03-06 11:57:00,102.36
2026-03-06 11:58:00,102.19
2026-03-06 11:59:00,102.07
2026-03-06 12:00:00,102.13
2026-03-06 12:01:00,102.04
2026-03-06 12:02:00,102.21
2026-03-06 12:03:00,102.01
2026-03-06 12:04:00,102.05
2026-03-06 12:05:00,102.48
2026-03-06 12:06:00,102.47
2026-03-06 12:07:00,102.62
2026-03-06 12:08:00,102.76
2026-03-06 12:09:00,102.97
2026-03-06 12:10:00,102.73
2026-03-06 12:11:00,102.63
2026-03-06 12:12:00,102.75
2026-03-06 12:13:00,102.62
2026-03-06 12:14:00,102.52
2026-03-06 12:15:00,102.42
2026-03-06 12:16:00,102.71
2026-03-06 12:17:00,102.68
2026-03-06 12:18:00,102.81
2026-03-06 12:19:00,102.8
2026-03-06 12:20:00,102.85
2026-03-06 12:21:00,102.55
2026-03-06 12:22:00,102.5
2026-03-06 12:23:00,102.38
2026-03-06 12:24:00,102.09
2026-03-06 12:25:00,102.47
2026-03-06 12:26:00,102.71
2026-03-06 12:27:00,102.57
2026-03-06 12:28:00,102.76
2026-03-06 12:29:00,102.75
2026-03-06 12:30:00,103.36
2026-03-06 12:31:00,103.52
2026-03-06 12:32:00,103.73
2026-03-06 12:33:00,104.11
2026-03-06 12:34:00,104.23
2026-03-06 12:35:00,104.2
2026-03-06 12:36:00,104.51
2026-03-06 12:37:00,104.49
2026-03-06 12:38:00,104.94
2026-03-06 12:39:00,105.28
2026-03-06 12:40:00,105.49
2026-03-06 12:41:00,105.62
2026-03-06 12:42:00,105.86
2026-03-06 12:43:00,105.85
2026-03-06 12:44:00,105.83
2026-03-06 12:45:00,105.86
2026-03-06 12:46:00,106.22
2026-03-06 12:47:00,106.55
2026-03-06 12:48:00,106.49
2026-03-06 12:49:00,106.72
2026-03-06 12:50:00,106.95
2026-03-06 12:51:00,106.87
2026-03-06 12:52:00,107.14
2026-03-06 12:53:00,107.04
2026-03-06 12:54:00,106.77
2026-03-06 12:55:00,106.83
2026-03-06 12:56:00,106.67
2026-03-06 12:57:00,107.12
2026-03-06 12:58:00,107.05
2026-03-06 12:59:00,106.83
2026-03-06 13:00:00,106.9
2026-03-06 13:01:00,106.35
2026-03-06 13:02:00,106.14
2026-03-06 13:03:00,106.5
2026-03-06 13:04:00,106.81
2026-03-06 13:05:00,106.71
2026-03-06 13:06:00,106.44
2026-03-06 13:07:00,106.47
2026-03-06 13:08:00,106.45
2026-03-06 13:09:00,106.06
2026-03-06 13:10:00,105.91
2026-03-06 13:11:00,106.21
2026-03-06 13:12:00,106.28
2026-03-06 13:13:00,105.8
2026-03-06 13:14:00,106.1
2026-03-06 13:15:00,106.05
2026-03-06 13:16:00,106.21
2026-03-06 13:17:00,106.27
2026-03-06 13:18:00,106.39
2026-03-06 13:19:00,105.99
2026-03-06 13:20:00,105.63
2026-03-06 13:21:00,105.46
2026-03-06 13:22:00,105.4
2026-03-06 13:23:00,105.25
2026-03-06 13:24:00,105.66
2026-03-06 13:25:00,105.63
2026-03-06 13:26:00,105.98
2026-03-06 13:27:00,105.69
2026-03-06 13:28:00,105.86
2026-03-06 13:29:00,105.38
2026-03-06 13:30:00,105.45
2026-03-06 13:31:00,105.53
2026-03-06 13:32:00,106.11
2026-03-06 13:33:00,106.32
2026-03-06 13:34:00,106.47
2026-03-06 13:35:00,106.78
2026-03-06 13:36:00,106.93
2026-03-06 13:37:00,107.13
2026-03-06 13:38:00,106.68
2026-03-06 13:39:00,106.92
2026-03-06 13:40:00,107.08
2026-03-06 13:41:00,107.41
2026-03-06 13:42:00,107.66
2026-03-06 13:43:00,107.73
2026-03-06 13:44:00,108.04
2026-03-06 13:45:00,108.4
2026-03-06 13:46:00,108.47
2026-03-06 13:47:00,108.13
2026-03-06 13:48:00,108.69
2026-03-06 13:49:00,108.73
2026-03-06 13:50:00,108.85
2026-03-06 13:51:00,108.73
2026-03-06 13:52:00,108.67
2026-03-06 13:53:00,108.62
2026-03-06 13:54:00,108.56
2026-03-06 13:55:00,108.97
2026-03-06 13:56:00,109.78
2026-03-06 13:57:00,109.53
2026-03-06 13:58:00,109.31
2026-03-06 13:59:00,109.54
2026-03-06 14:00:00,109.42
2026-03-06 14:01:00,109.26
2026-03-06 14:02:00,109.28
2026-03-06 14:03:00,109.22
2026-03-06 14:04:00,109.21
2026-03-06 14:05:00,109.37
2026-03-06 14:06:00,109.46
2026-03-06 14:07:00,109.33
2026-03-06 14:08:00,109.56
2026-03-06 14:09:00,108.87
2026-03-06 14:10:00,109.12
2026-03-06 14:11:00,108.9
2026-03-06 14:12:00,109.28
2026-03-06 14:13:00,109.92
2026-03-06 14:14:00,110.14
2026-03-06 14:15:00,109.81
2026-03-06 14:16:00,109.75
2026-03-06 14:17:00,109.9
2026-03-06 14:18:00,109.83
2026-03-06 14:19:00,109.59
2026-03-06 14:20:00,109.74
2026-03-06 14:21:00,109.81
2026-03-06 14:22:00,110.05
2026-03-06 14:23:00,110.19
2026-03-06 14:24:00,111.11
2026-03-06 14:25:00,110.45
2026-03-06 14:26:00,110.61
2026-03-06 14:27:00,110.87
2026-03-06 14:28:00,110.96
2026-03-06 14:29:00,111.34
2026-03-06 14:30:00,111.82
2026-03-06 14:31:00,111.74
2026-03-06 14:32:00,112.21
2026-03-06 14:33:00,112.74
2026-03-06 14:34:00,112.95
2026-03-06 14:35:00,113.08
2026-03-06 14:36:00,113.34
2026-03-06 14:37:00,113.46
2026-03-06 14:38:00,113.7
2026-03-06 14:39:00,113.08
2026-03-06 14:40:00,113.11
2026-03-06 14:41:00,113.1
2026-03-06 14:42:00,112.34
2026-03-06 14:43:00,111.99
2026-03-06 14:44:00,111.46
2026-03-06 14:45:00,111.16
2026-03-06 14:46:00,110.71
2026-03-06 14:47:00,110.84
2026-03-06 14:48:00,110.63
2026-03-06 14:49:00,110.43
2026-03-06 14:50:00,110.77
2026-03-06 14:51:00,110.4
2026-03-06 14:52:00,110.29
2026-03-06 14:53:00,109.7
2026-03-06 14:54:00,109.4
2026-03-06 14:55:00,109.66
2026-03-06 14:56:00,110.2
2026-03-06 14:57:00,109.93
2026-03-06 14:58:00,110.43
2026-03-06 14:59:00,110.24
2026-03-06 15:00:00,110.28
2026-03-06 15:01:00,109.93
2026-03-06 15:02:00,110.39
2026-03-06 15:03:00,110.14
2026-03-06 15:04:00,110.15
2026-03-06 15:05:00,110.03
2026-03-06 15:06:00,109.54
2026-03-06 15:07:00,109.42
2026-03-06 15:08:00,109.99
2026-03-06 15:09:00,109.52
2026-03-06 15:10:00,109.37
2026-03-06 15:11:00,109.59
2026-03-06 15:12:00,109.04
2026-03-06 15:13:00,109.31
2026-03-06 15:14:00,108.96
2026-03-06 15:15:00,108.38
2026-03-06 15:16:00,108.22
2026-03-06 15:17:00,108.5
2026-03-06 15:18:00,108.12
2026-03-06 15:19:00,108.6
2026-03-06 15:20:00,108.05
2026-03-06 15:21:00,108.09
2026-03-06 15:22:00,108.11
2026-03-06 15:23:00,108.23
2026-03-06 15:24:00,108.24
2026-03-06 15:25:00,108.14
2026-03-06 15:26:00,107.79
2026-03-06 15:27:00,107.81
2026-03-06 15:28:00,108.36
2026-03-06 15:29:00,108.73
