date,close_price
2026-03-06 09:00:00,200.0
2026-03-06 09:01:00,201.1
2026-03-06 09:02:00,201.87
2026-03-06 09:03:00,202.22
2026-03-06 09:04:00,201.43
2026-03-06 09:05:00,201.33
2026-03-06 09:06:00,201.12
2026-03-06 09:07:00,201.15
2026-03-06 09:08:00,201.88
2026-03-06 09:09:00,202.25
2026-03-06 09:10:00,202.3
2026-03-06 09:11:00,202.98
2026-03-06 09:12:00,203.55
2026-03-06 09:13:00,204.25
2026-03-06 09:14:00,205.27
2026-03-06 09:15:00,205.2
2026-03-06 09:16:00,205.31
2026-03-06 09:17:00,204.73
2026-03-06 09:18:00,204.79
2026-03-06 09:19:00,205.53
2026-03-06 09:20:00,206.2
2026-03-06 09:21:00,207.21
2026-03-06 09:22:00,207.53
2026-03-06 09:23:00,208.62
2026-03-06 09:24:00,209.59
2026-03-06 09:25:00,209.04
2026-03-06 09:26:00,208.35
2026-03-06 09:27:00,207.76
2026-03-06 09:28:00,207.9
2026-03-06 09:29:00,207.29
2026-03-06 09:30:00,205.65
2026-03-06 09:31:00,206.37
2026-03-06 09:32:00,205.99
2026-03-06 09:33:00,206.0
2026-03-06 09:34:00,205.23
2026-03-06 09:35:00,204.9
2026-03-06 09:36:00,205.79
2026-03-06 09:37:00,206.14
2026-03-06 09:38:00,205.85
2026-03-06 09:39:00,205.68
2026-03-06 09:40:00,205.87
2026-03-06 09:41:00,205.84
2026-03-06 09:42:00,205.32
2026-03-06 09:43:00,206.01
2026-03-06 09:44:00,206.44
2026-03-06 09:45:00,205.79
2026-03-06 09:46:00,205.44
2026-03-06 09:47:00,205.44
2026-03-06 09:48:00,205.24
2026-03-06 09:49:00,204.75
2026-03-06 09:50:00,203.87
2026-03-06 09:51:00,204.04
2026-03-06 09:52:00,203.65
2026-03-06 09:53:00,203.46
2026-03-06 09:54:00,202.63
2026-03-06 09:55:00,201.95
2026-03-06 09:56:00,200.94
2026-03-06 09:57:00,200.31
2026-03-06 09:58:00,200.09
2026-03-06 09:59:00,199.45
2026-03-06 10:00:00,199.22
2026-03-06 10:01:00,198.98
2026-03-06 10:02:00,199.32
2026-03-06 10:03:00,200.18
2026-03-06 10:04:00,199.45
2026-03-06 10:05:00,199.46
2026-03-06 10:06:00,198.68
2026-03-06 10:07:00,198.43
2026-03-06 10:08:00,198.11
2026-03-06 10:09:00,197.9
2026-03-06 10:10:00,198.37
2026-03-06 10:11:00,197.95
2026-03-06 10:12:00,198.22
2026-03-06 10:13:00,199.1
2026-03-06 10:14:00,199.01
2026-03-06 10:15:00,198.09
2026-03-06 10:16:00,198.15
2026-03-06 10:17:00,198.4
2026-03-06 10:18:00,198.68
2026-03-06 10:19:00,199.09
2026-03-06 10:20:00,198.86
2026-03-06 10:21:00,198.4
2026-03-06 10:22:00,199.45
2026-03-06 10:23:00,199.17
2026-03-06 10:24:00,198.19
2026-03-06 10:25:00,197.21
2026-03-06 10:26:00,197.76
2026-03-06 10:27:00,198.23
2026-03-06 10:28:00,198.26
2026-03-06 10:29:00,197.74
2026-03-06 10:30:00,197.13
2026-03-06 10:31:00,196.61
2026-03-06 10:32:00,196.08
2026-03-06 10:33:00,195.82
2026-03-06 10:34:00,196.37
2026-03-06 10:35:00,196.52
2026-03-06 10:36:00,196.49
2026-03-06 10:37:00,196.33
2026-03-06 10:38:00,196.27
2026-03-06 10:39:00,196.88
2026-03-06 10:40:00,197.25
2026-03-06 10:41:00,196.57
2026-03-06 10:42:00,197.73
2026-03-06 10:43:00,196.8
2026-03-06 10:44:00,196.63
2026-03-06 10:45:00,196.34
2026-03-06 10:46:00,196.74
2026-03-06 10:47:00,195.8
2026-03-06 10:48:00,195.86
2026-03-06 10:49:00,195.89
2026-03-06 10:50:00,194.96
2026-03-06 10:51:00,194.72
2026-03-06 10:52:00,194.4
2026-03-06 10:53:00,195.17
2026-03-06 10:54:00,194.63
2026-03-06 10:55:00,194.32
2026-03-06 10:56:00,194.11
2026-03-06 10:57:00,193.95
2026-03-06 10:58:00,194.61
2026-03-06 10:59:00,194.97
2026-03-06 11:00:00,195.37
2026-03-06 11:01:00,195.03
